ppm,exposure_time_min,replicate,R_demo,G_demo,B_demo,H_demo,S_demo,V_demo,L_demo,a_demo,b_demo,DeltaE_demo
2.2,0,2,90.45,153.74,127.89,77.32,104.98,153.74,149.0,101.0,135.0,4.36
2.2,1,0,86.18,137.08,121.71,80.49,94.69,137.08,136.0,107.0,131.0,12.41
2.2,1,1,85.58,143.98,122.9,78.73,103.42,143.98,140.0,104.0,133.0,8.06
2.2,1,2,82.81,141.56,119.06,78.07,105.82,141.56,138.0,103.0,134.0,10.25
2.2,2,0,82.24,134.43,114.29,77.99,98.99,134.43,132.0,106.0,133.0,16.16
2.2,2,1,86.65,131.16,113.91,77.93,86.54,131.16,131.0,108.0,133.0,17.49
2.2,2,2,82.0,131.79,119.06,81.87,96.33,131.79,130.0,108.0,129.0,18.68
2.2,5,0,81.57,129.25,113.88,79.89,94.08,129.25,128.0,108.0,132.0,20.4
2.2,5,1,76.59,124.33,103.55,76.52,97.92,124.33,123.0,107.0,134.0,25.26
2.2,5,2,77.35,122.23,103.91,77.32,93.64,122.23,121.0,108.0,133.0,27.31
2.2,10,0,73.19,116.42,96.69,75.88,94.68,116.42,116.0,108.0,134.0,32.31
2.2,10,1,78.87,114.1,108.77,84.99,78.72,114.1,115.0,114.0,127.0,34.84
2.2,10,2,74.99,117.07,96.46,74.88,91.64,117.07,117.0,108.0,135.0,31.4
2.2,15,0,79.58,116.1,97.43,74.24,80.21,116.1,116.0,111.0,134.0,32.82
2.2,15,1,70.43,113.38,93.17,75.46,96.6,113.38,113.0,108.0,134.0,35.28
2.2,15,2,78.85,115.17,96.82,74.43,80.41,115.17,116.0,110.0,134.0,32.62
2.2,30,0,64.14,103.2,92.48,81.32,96.53,103.2,103.0,111.0,130.0,45.59
2.2,30,1,75.08,109.48,85.65,68.83,80.12,109.48,109.0,110.0,138.0,39.91
2.2,30,2,72.35,109.2,85.45,70.27,86.05,109.2,109.0,109.0,137.0,39.64
2.2,45,0,69.78,103.4,86.21,74.24,82.91,103.4,104.0,112.0,134.0,44.77
2.2,45,1,64.25,101.6,86.13,77.14,93.75,101.6,101.0,111.0,132.0,47.52
2.2,45,2,69.36,100.89,85.78,75.2,79.68,100.89,101.0,113.0,133.0,47.86
2.2,60,0,68.59,101.51,83.97,73.61,82.7,101.51,102.0,112.0,134.0,46.73
2.2,60,1,67.48,100.46,79.12,70.2,83.71,100.46,101.0,111.0,136.0,47.69
2.2,60,2,70.14,100.18,85.01,74.43,76.47,100.18,101.0,113.0,133.0,47.86
2.2,90,0,70.13,91.13,76.0,68.02,58.77,91.13,93.0,116.0,134.0,56.33
2.2,90,1,68.07,96.97,82.44,74.5,76.0,96.97,97.0,115.0,133.0,52.18
2.2,90,2,65.86,98.98,84.72,76.66,85.33,98.98,99.0,113.0,132.0,49.82
2.2,120,0,67.72,94.07,73.62,66.35,71.43,94.07,95.0,114.0,137.0,54.17
2.2,120,1,68.57,98.52,81.88,72.92,77.51,98.52,99.0,113.0,134.0,49.86
2.2,120,2,63.63,96.87,82.53,76.63,87.51,96.87,97.0,112.0,132.0,51.62
2.2,180,0,69.64,89.39,76.64,70.24,56.33,89.39,91.0,117.0,133.0,58.47
2.2,180,1,67.21,92.19,73.96,67.74,69.1,92.19,93.0,114.0,136.0,56.04
2.2,180,2,66.21,93.75,77.58,71.98,74.91,93.75,94.0,114.0,134.0,54.95
2.2,240,0,64.76,89.34,80.0,78.16,70.18,89.34,91.0,116.0,131.0,58.26
2.2,240,1,61.4,88.36,75.59,75.38,77.82,88.36,89.0,114.0,132.0,59.84
2.2,240,2,66.73,85.63,71.63,67.4,56.27,85.63,87.0,117.0,134.0,62.4
2.2,300,0,57.34,88.82,70.9,72.52,90.37,88.82,88.0,112.0,135.0,60.61
2.2,300,1,62.3,90.7,72.34,70.21,79.85,90.7,91.0,113.0,135.0,57.78
2.2,300,2,64.15,87.82,76.28,74.95,68.74,87.82,89.0,116.0,132.0,60.21
2.2,360,0,64.37,85.54,72.73,71.45,63.09,85.54,87.0,117.0,133.0,62.38
2.2,360,1,66.08,88.79,69.04,63.56,65.23,88.79,90.0,115.0,137.0,59.25
2.2,360,2,64.91,84.36,77.47,78.93,58.78,84.36,87.0,118.0,130.0,62.62
2.2,480,0,65.25,86.81,72.16,69.22,63.32,86.81,88.0,117.0,134.0,61.42
2.2,480,1,61.55,87.98,70.57,69.85,76.59,87.98,88.0,114.0,135.0,60.9
2.2,480,2,62.89,88.56,70.0,67.93,73.91,88.56,89.0,114.0,135.0,59.92
2.3,0,0,90.15,147.42,128.81,79.8,99.06,147.42,145.0,105.0,132.0,3.16
2.3,0,1,86.51,153.19,137.43,82.45,110.99,153.19,149.0,103.0,130.0,2.45
2.3,0,2,96.28,146.12,134.17,82.35,86.99,146.12,145.0,108.0,129.0,5.83
2.3,1,0,90.79,137.69,121.23,79.03,86.85,137.69,136.0,108.0,131.0,12.69
2.3,1,1,80.5,139.86,117.74,78.38,108.22,139.86,136.0,103.0,134.0,12.21
2.3,1,2,87.13,134.37,122.56,82.04,89.66,134.37,134.0,109.0,129.0,15.17
2.3,2,0,86.72,130.42,111.69,76.71,85.45,130.42,130.0,108.0,133.0,18.47
2.3,2,1,77.18,131.97,113.36,79.36,105.88,131.97,129.0,106.0,132.0,19.1
2.3,2,2,78.99,134.13,113.75,78.47,104.83,134.13,132.0,104.0,134.0,16.12
2.3,5,0,75.98,121.43,109.35,81.57,95.44,121.43,121.0,109.0,130.0,27.53
2.3,5,1,81.02,122.71,107.99,78.97,86.63,122.71,122.0,110.0,132.0,26.68
2.3,5,2,75.73,123.19,106.57,79.05,98.25,123.19,122.0,107.0,132.0,26.17
2.3,10,0,74.38,116.93,96.87,75.43,92.8,116.93,116.0,108.0,134.0,32.31
2.3,10,1,77.32,117.28,90.46,69.47,86.9,117.28,117.0,108.0,138.0,31.83
2.3,10,2,79.36,106.48,97.36,79.46,64.96,106.48,109.0,116.0,130.0,40.85
2.3,15,0,76.94,110.47,90.91,72.1,77.41,110.47,111.0,111.0,135.0,37.78
2.3,15,1,70.58,114.51,89.55,72.55,97.82,114.51,113.0,107.0,137.0,35.48
2.3,15,2,77.25,111.26,91.73,72.37,77.95,111.26,112.0,111.0,135.0,36.8
2.3,30,0,69.03,101.66,91.68,80.38,81.83,101.66,102.0,114.0,130.0,47.12
2.3,30,1,72.98,99.55,87.87,76.39,68.06,99.55,101.0,115.0,132.0,48.27
2.3,30,2,68.19,108.59,85.03,72.1,94.86,108.59,108.0,108.0,137.0,40.51
2.3,45,0,73.94,100.99,82.24,68.83,68.31,100.99,102.0,114.0,135.0,47.17
2.3,45,1,67.09,98.68,81.9,73.65,81.63,98.68,99.0,112.0,134.0,49.69
2.3,45,2,69.41,97.4,79.19,70.09,73.29,97.4,98.0,113.0,135.0,50.89
2.3,60,0,66.87,93.25,81.22,75.89,72.14,93.25,95.0,115.0,132.0,54.13
2.3,60,1,65.28,96.05,89.48,83.13,81.67,96.05,98.0,115.0,128.0,51.35
2.3,60,2,68.18,99.4,78.15,69.19,80.08,99.4,100.0,112.0,137.0,48.92
2.3,90,0,64.57,96.08,77.42,71.83,83.63,96.08,97.0,112.0,135.0,51.71
2.3,90,1,69.26,91.83,79.63,73.38,62.68,91.83,93.0,117.0,132.0,56.52
2.3,90,2,64.78,95.93,78.57,72.87,82.82,95.93,96.0,113.0,134.0,52.81
2.3,120,0,64.74,92.58,76.29,72.05,76.69,92.58,93.0,114.0,134.0,55.94
2.3,120,1,67.0,94.0,78.23,72.07,73.24,94.0,95.0,114.0,134.0,53.97
2.3,120,2,64.26,95.68,77.79,72.51,83.74,95.68,96.0,112.0,135.0,52.7
2.3,180,0,63.33,90.76,80.95,78.83,77.08,90.76,92.0,115.0,131.0,57.08
2.3,180,1,60.22,92.75,70.18,68.8,89.43,92.75,92.0,111.0,137.0,56.66
2.3,180,2,64.9,95.17,77.33,71.92,81.11,95.17,96.0,112.0,135.0,52.7
2.3,240,0,63.89,86.87,74.2,73.05,67.46,86.87,88.0,117.0,132.0,61.39
2.3,240,1,62.62,86.19,73.24,73.1,69.74,86.19,88.0,116.0,133.0,61.2
2.3,240,2,63.97,86.25,71.69,70.0,65.86,86.25,88.0,116.0,134.0,61.22
2.3,300,0,58.66,88.32,74.44,75.54,85.66,88.32,89.0,113.0,133.0,59.69
2.3,300,1,63.43,90.05,73.07,70.47,75.37,90.05,91.0,114.0,135.0,57.95
2.3,300,2,63.91,88.06,72.53,70.32,69.93,88.06,89.0,115.0,134.0,60.05
2.3,360,0,60.64,92.69,70.43,68.78,88.18,92.69,92.0,111.0,137.0,56.66
2.3,360,1,60.23,87.35,72.54,73.21,79.17,87.35,88.0,114.0,134.0,60.86
2.3,360,2,58.02,89.42,71.5,72.48,89.55,89.42,89.0,113.0,135.0,59.76
2.3,480,0,58.14,87.96,72.12,73.66,86.45,87.96,88.0,113.0,133.0,60.68
2.3,480,1,57.68,89.72,72.22,73.21,91.08,89.72,89.0,112.0,134.0,59.57
2.3,480,2,61.44,89.16,70.72,69.66,79.28,89.16,90.0,113.0,136.0,58.83
2.4,0,0,91.92,149.02,133.75,81.52,97.71,149.02,147.0,105.0,130.0,2.45
2.4,0,1,93.43,151.04,129.63,78.41,97.27,151.04,148.0,104.0,134.0,2.0
2.4,0,2,92.39,150.79,128.0,77.86,98.76,150.79,147.0,104.0,134.0,2.24
2.4,1,0,81.89,140.27,112.67,75.4,106.13,140.27,137.0,102.0,137.0,12.25
2.4,1,1,86.92,137.14,124.4,81.93,93.38,137.14,136.0,108.0,130.0,12.81
2.4,1,2,84.82,140.55,119.29,78.12,101.11,140.55,138.0,104.0,133.0,10.05
2.4,2,0,83.66,134.27,113.06,76.99,96.12,134.27,132.0,106.0,134.0,16.25
2.4,2,1,86.31,129.08,115.33,79.91,84.5,129.08,129.0,110.0,131.0,19.95
2.4,2,2,86.09,134.04,120.19,80.88,91.23,134.04,133.0,108.0,130.0,15.65
2.4,5,0,76.46,117.95,102.21,78.18,89.7,117.95,117.0,110.0,132.0,31.58
2.4,5,1,80.73,123.58,105.5,76.91,88.42,123.58,123.0,109.0,133.0,25.51
2.4,5,2,75.38,124.39,101.52,75.58,100.47,124.39,123.0,106.0,135.0,25.26
2.4,10,0,78.71,123.0,99.19,73.46,91.81,123.0,122.0,107.0,136.0,26.48
2.4,10,1,76.99,112.95,92.66,72.67,81.19,112.95,113.0,110.0,135.0,35.64
2.4,10,2,73.43,111.15,93.75,75.74,86.54,111.15,111.0,110.0,134.0,37.54
2.4,15,0,78.44,110.96,95.26,75.1,74.73,110.96,111.0,113.0,133.0,38.09
2.4,15,1,72.34,109.62,97.01,79.41,86.71,109.62,110.0,112.0,131.0,38.85
2.4,15,2,73.17,111.73,93.53,75.42,87.99,111.73,111.0,110.0,134.0,37.54
2.4,30,0,69.11,99.09,81.85,72.34,77.13,99.09,100.0,113.0,135.0,48.93
2.4,30,1,69.36,103.48,83.93,72.41,84.08,103.48,104.0,111.0,136.0,44.73
2.4,30,2,70.04,103.47,81.32,69.73,82.39,103.47,104.0,111.0,137.0,44.83
2.4,45,0,65.71,100.86,85.55,76.5,88.86,100.86,101.0,112.0,133.0,47.69
2.4,45,1,65.0,100.11,87.45,78.74,89.44,100.11,101.0,112.0,131.0,47.69
2.4,45,2,70.79,99.35,82.98,72.4,73.31,99.35,100.0,113.0,134.0,48.88
2.4,60,0,65.45,98.59,82.7,75.19,85.72,98.59,99.0,112.0,133.0,49.66
2.4,60,1,69.23,97.59,84.57,75.81,74.11,97.59,99.0,115.0,132.0,50.22
2.4,60,2,67.62,99.54,84.73,75.65,81.78,99.54,100.0,113.0,133.0,48.85
2.4,90,0,63.44,88.52,83.74,83.81,72.26,88.52,90.0,117.0,128.0,59.57
2.4,90,1,66.62,88.8,76.96,73.58,63.7,88.8,90.0,117.0,132.0,59.44
2.4,90,2,68.17,93.11,77.57,70.92,68.31,93.11,95.0,115.0,134.0,54.17
2.4,120,0,69.06,88.65,74.71,68.27,56.33,88.65,90.0,118.0,134.0,59.7
2.4,120,1,65.5,92.96,78.6,73.9,75.34,92.96,93.0,114.0,133.0,55.91
2.4,120,2,67.6,92.38,78.57,72.88,68.42,92.38,94.0,115.0,133.0,55.12
2.4,180,0,62.78,89.13,74.79,73.26,75.39,89.13,90.0,114.0,134.0,58.89
2.4,180,1,64.2,91.26,76.13,72.82,75.6,91.26,92.0,115.0,134.0,57.11
2.4,180,2,63.69,86.51,74.67,74.02,67.28,86.51,88.0,117.0,132.0,61.39
2.4,240,0,62.61,87.63,79.34,79.61,72.82,87.63,89.0,117.0,129.0,60.49
2.4,240,1,61.12,88.32,75.92,75.9,78.53,88.32,89.0,114.0,132.0,59.84
2.4,240,2,62.98,94.07,71.58,67.92,84.26,94.07,94.0,111.0,137.0,54.68
2.4,300,0,63.02,83.26,70.37,70.49,61.98,83.26,85.0,118.0,133.0,64.54
2.4,300,1,62.8,88.2,72.38,70.92,73.43,88.2,89.0,114.0,134.0,59.87
2.4,300,2,65.83,85.37,70.43,66.68,58.38,85.37,87.0,117.0,134.0,62.4
2.4,360,0,69.66,85.75,68.25,57.26,52.03,85.75,88.0,118.0,136.0,61.74
2.4,360,1,59.47,81.74,73.22,78.09,69.47,81.74,83.0,118.0,130.0,66.52
2.4,360,2,60.46,84.95,70.22,71.56,73.51,84.95,85.0,116.0,133.0,64.14
2.4,480,0,62.99,80.38,65.65,64.24,55.16,80.38,82.0,118.0,135.0,67.54
2.4,480,1,61.47,84.72,69.88,70.46,69.98,84.72,85.0,116.0,134.0,64.16
2.4,480,2,58.37,84.95,66.65,68.96,79.79,84.95,85.0,113.0,136.0,63.77
2.5,0,0,90.44,148.17,135.9,83.16,99.36,148.17,146.0,106.0,129.0,4.12
2.5,0,1,93.9,152.81,135.74,80.85,98.31,152.81,149.0,105.0,131.0,1.73
2.5,0,2,100.44,145.87,129.78,78.94,79.42,145.87,145.0,109.0,132.0,5.83
2.5,1,0,84.24,135.54,116.8,78.6,96.52,135.54,134.0,106.0,133.0,14.18
2.5,1,1,85.18,134.44,121.04,81.38,93.43,134.44,133.0,108.0,130.0,15.65
2.5,1,2,86.24,139.53,121.56,79.44,97.4,139.53,137.0,106.0,132.0,11.18
2.5,2,0,84.81,130.24,120.16,82.88,88.95,130.24,130.0,110.0,128.0,19.39
2.5,2,1,83.7,125.77,110.79,78.87,85.3,125.77,125.0,110.0,132.0,23.77
2.5,2,2,77.78,131.41,113.43,79.5,104.08,131.41,129.0,106.0,132.0,19.1
2.5,5,0,76.89,127.13,105.92,76.91,100.77,127.13,126.0,105.0,135.0,22.23
2.5,5,1,80.47,118.3,101.28,76.07,81.54,118.3,119.0,111.0,133.0,29.85
2.5,5,2,78.4,121.61,98.7,73.68,90.6,121.61,120.0,108.0,136.0,28.57
2.5,10,0,74.16,113.29,96.36,76.59,88.09,113.29,113.0,110.0,133.0,35.52
2.5,10,1,72.26,111.63,96.47,78.01,89.94,111.63,111.0,111.0,132.0,37.66
2.5,10,2,74.97,115.07,100.25,78.47,88.86,115.07,115.0,110.0,132.0,33.54
2.5,15,0,71.81,107.51,94.26,78.43,84.67,107.51,108.0,112.0,131.0,40.8
2.5,15,1,74.53,107.58,95.32,78.44,78.34,107.58,108.0,113.0,131.0,41.01
2.5,15,2,75.63,112.75,98.28,77.87,83.95,112.75,113.0,111.0,132.0,35.69
2.5,30,0,66.92,101.98,86.55,76.37,87.68,101.98,102.0,112.0,132.0,46.69
2.5,30,1,69.22,100.0,82.06,72.12,78.48,100.0,100.0,113.0,134.0,48.88
2.5,30,2,69.79,99.64,86.78,76.64,76.38,99.64,101.0,114.0,132.0,48.05
2.5,45,0,65.44,94.94,83.79,78.22,79.24,94.94,95.0,115.0,131.0,54.14
2.5,45,1,68.27,99.98,89.64,79.78,80.87,99.98,101.0,114.0,130.0,48.09
2.5,45,2,68.65,99.69,79.85,70.43,79.41,99.69,100.0,112.0,136.0,48.83
2.5,60,0,62.82,100.52,78.03,71.7,95.62,100.52,100.0,109.0,136.0,48.43
2.5,60,1,63.55,95.65,80.53,75.44,85.57,95.65,96.0,113.0,133.0,52.78
2.5,60,2,63.98,94.85,84.48,79.48,83.0,94.85,95.0,114.0,130.0,53.97
2.5,90,0,62.77,88.33,80.6,80.48,73.77,88.33,90.0,116.0,129.0,59.3
2.5,90,1,66.67,90.65,73.03,67.58,67.46,90.65,92.0,115.0,135.0,57.15
2.5,90,2,62.96,92.35,81.27,78.26,81.15,92.35,93.0,114.0,131.0,55.91
2.5,120,0,61.09,90.09,77.8,76.85,82.09,90.09,91.0,114.0,132.0,57.87
2.5,120,1,57.06,93.45,72.22,72.1,99.3,93.45,93.0,110.0,136.0,55.47
2.5,120,2,65.2,91.09,79.02,75.6,72.48,91.09,93.0,115.0,132.0,56.09
2.5,180,0,64.55,80.37,70.78,71.41,50.2,80.37,83.0,119.0,132.0,66.71
2.5,180,1,63.31,86.92,74.57,73.89,69.26,86.92,88.0,117.0,132.0,61.39
2.5,180,2,65.27,89.33,72.49,68.62,68.69,89.33,90.0,115.0,135.0,59.11
2.5,240,0,56.5,84.25,72.64,77.01,84.01,84.25,85.0,114.0,132.0,63.79
2.5,240,1,58.76,87.51,74.11,75.59,83.78,87.51,88.0,114.0,132.0,60.83
2.5,240,2,62.42,76.43,67.55,70.61,46.76,76.43,79.0,121.0,131.0,71.07
2.5,300,0,67.06,82.6,64.15,54.96,56.94,82.6,85.0,118.0,136.0,64.66
2.5,300,1,65.11,84.28,73.42,72.6,58.0,84.28,86.0,118.0,132.0,63.56
2.5,300,2,62.23,85.61,71.19,71.1,69.64,85.61,86.0,116.0,133.0,63.16
2.5,360,0,62.99,89.98,72.01,69.63,76.48,89.98,90.0,114.0,135.0,58.93
2.5,360,1,56.16,84.49,72.52,76.9,85.5,84.49,85.0,114.0,132.0,63.79
2.5,360,2,64.51,81.87,72.59,73.56,54.07,81.87,84.0,119.0,131.0,65.74
2.5,480,0,62.94,89.23,65.33,62.38,75.15,89.23,90.0,112.0,139.0,58.97
2.5,480,1,58.63,80.6,66.11,69.83,69.5,80.6,82.0,116.0,134.0,67.11
2.5,480,2,57.48,73.23,66.28,76.33,54.83,73.23,75.0,120.0,130.0,74.76
2.6,0,0,93.11,149.52,137.81,83.31,96.21,149.52,147.0,107.0,129.0,4.36
2.6,0,1,92.04,154.87,132.78,79.01,103.46,154.87,151.0,103.0,133.0,3.32
2.6,0,2,94.48,151.84,136.11,81.32,96.33,151.84,149.0,106.0,130.0,3.0
2.6,1,0,86.03,139.1,120.69,79.15,97.29,139.1,137.0,106.0,133.0,11.22
2.6,1,1,85.0,138.83,126.29,82.55,98.87,138.83,137.0,107.0,129.0,11.79
2.6,1,2,85.05,138.87,123.36,80.9,98.82,138.87,137.0,107.0,130.0,11.58
2.6,2,0,86.1,130.7,106.0,72.98,87.02,130.7,129.0,107.0,137.0,19.87
2.6,2,1,84.23,124.01,117.56,84.66,81.79,124.01,125.0,112.0,127.0,24.86
2.6,2,2,83.19,133.66,110.44,75.77,96.3,133.66,131.0,106.0,135.0,17.38
2.6,5,0,73.19,120.9,103.26,78.48,100.63,120.9,119.0,108.0,132.0,29.27
2.6,5,1,76.37,120.37,111.67,83.6,93.21,120.37,120.0,110.0,128.0,28.91
2.6,5,2,80.35,123.26,105.9,77.43,88.78,123.26,123.0,109.0,133.0,25.51
2.6,10,0,78.61,111.53,89.77,69.78,75.27,111.53,112.0,111.0,136.0,36.89
2.6,10,1,73.61,114.54,93.03,73.82,91.13,114.54,114.0,109.0,135.0,34.5
2.6,10,2,73.64,110.02,100.44,81.64,84.32,110.02,111.0,112.0,129.0,37.97
2.6,15,0,74.38,109.6,93.67,76.01,81.95,109.6,110.0,111.0,133.0,38.65
2.6,15,1,72.02,108.24,88.25,73.04,85.33,108.24,108.0,110.0,135.0,40.56
2.6,15,2,65.57,108.1,92.78,78.75,100.32,108.1,108.0,109.0,132.0,40.31
2.6,30,0,72.54,105.33,90.0,75.55,79.4,105.33,106.0,112.0,133.0,42.77
2.6,30,1,65.91,99.56,86.73,78.13,86.18,99.56,100.0,113.0,131.0,48.85
2.6,30,2,76.5,105.06,88.65,72.36,69.31,105.06,107.0,113.0,134.0,42.02
2.6,45,0,66.03,94.23,84.19,78.88,76.31,94.23,96.0,115.0,130.0,53.19
2.6,45,1,63.89,96.16,81.48,75.93,85.57,96.16,97.0,112.0,133.0,51.63
2.6,45,2,71.97,95.82,74.51,62.84,63.45,95.82,97.0,114.0,137.0,52.21
2.6,60,0,67.57,92.3,79.65,74.24,68.32,92.3,94.0,115.0,132.0,55.11
2.6,60,1,65.8,93.57,81.89,76.96,75.7,93.57,95.0,115.0,132.0,54.13
2.6,60,2,61.46,92.84,81.58,78.79,86.2,92.84,93.0,114.0,131.0,55.91
2.6,90,0,62.72,86.3,78.5,79.63,69.69,86.3,88.0,117.0,130.0,61.42
2.6,90,1,67.93,90.99,70.61,63.14,64.64,90.99,92.0,115.0,137.0,57.29
2.6,90,2,66.68,86.15,77.42,76.13,57.63,86.15,88.0,118.0,131.0,61.62
2.6,120,0,60.9,85.48,73.16,74.54,73.32,85.48,86.0,115.0,132.0,62.97
2.6,120,1,63.02,87.03,76.25,76.11,70.36,87.03,89.0,116.0,132.0,60.21
2.6,120,2,62.23,91.9,75.33,72.84,82.34,91.9,92.0,113.0,134.0,56.75
2.6,180,0,60.17,83.53,66.91,68.28,71.3,83.53,84.0,115.0,135.0,65.01
2.6,180,1,63.14,85.06,64.74,61.85,65.72,85.06,86.0,115.0,137.0,63.17
2.6,180,2,60.66,83.42,76.58,80.54,69.58,83.42,85.0,118.0,129.0,64.61
2.6,240,0,56.3,79.93,73.45,81.32,75.39,79.93,81.0,118.0,129.0,68.51
2.6,240,1,65.48,82.02,68.22,64.62,51.42,82.02,84.0,118.0,134.0,65.54
2.6,240,2,63.26,77.27,64.54,62.39,46.25,77.27,80.0,120.0,134.0,69.89
2.6,300,0,59.93,87.53,67.54,67.89,80.39,87.53,87.0,113.0,136.0,61.79
2.6,300,1,61.08,86.28,75.17,76.34,74.48,86.28,87.0,116.0,131.0,62.18
2.6,300,2,59.05,82.83,74.31,78.82,73.21,82.83,84.0,117.0,130.0,65.34
2.6,360,0,55.72,84.88,64.79,68.95,87.62,84.88,84.0,112.0,136.0,64.62
2.6,360,1,60.59,81.07,64.97,66.05,64.42,81.07,82.0,116.0,135.0,67.15
2.6,360,2,57.33,82.63,70.83,75.59,78.06,82.63,83.0,115.0,132.0,65.92
2.6,480,0,59.15,80.4,68.06,72.18,67.37,80.4,82.0,117.0,132.0,67.27
2.6,480,1,56.63,82.4,68.81,73.76,79.76,82.4,83.0,115.0,133.0,65.93
2.6,480,2,67.35,79.06,64.97,54.63,45.42,79.06,82.0,120.0,135.0,67.98
2.7,0,0,94.31,153.46,130.39,77.87,98.29,153.46,150.0,103.0,134.0,3.0
2.7,0,1,90.79,152.62,129.52,78.35,103.31,152.62,149.0,103.0,134.0,2.45
2.7,0,2,90.77,151.27,134.99,81.47,101.99,151.27,148.0,104.0,131.0,1.0
2.7,1,0,83.83,131.61,113.4,78.13,92.57,131.61,130.0,107.0,133.0,18.28
2.7,1,1,81.87,133.2,118.68,81.06,98.27,133.2,132.0,107.0,131.0,16.31
2.7,1,2,82.08,135.03,116.83,79.24,99.99,135.03,133.0,106.0,133.0,15.17
2.7,2,0,81.04,133.94,114.49,78.53,100.71,133.94,131.0,106.0,133.0,17.15
2.7,2,1,82.41,128.59,111.21,78.27,91.58,128.59,128.0,108.0,132.0,20.4
2.7,2,2,83.35,131.73,109.79,75.97,93.66,131.73,130.0,107.0,135.0,18.49
2.7,5,0,77.51,113.05,103.11,81.15,80.17,113.05,114.0,113.0,129.0,35.3
2.7,5,1,79.69,118.31,107.92,81.48,83.24,118.31,119.0,112.0,130.0,30.15
2.7,5,2,74.76,119.8,102.36,77.95,95.88,119.8,119.0,109.0,132.0,29.43
2.7,10,0,73.35,110.63,95.21,77.16,85.92,110.63,111.0,111.0,132.0,37.66
2.7,10,1,76.2,115.1,94.88,73.99,86.19,115.1,115.0,109.0,135.0,33.51
2.7,10,2,76.1,108.87,97.19,78.87,76.75,108.87,110.0,114.0,130.0,39.34
2.7,15,0,69.29,109.72,97.33,80.36,93.95,109.72,109.0,111.0,130.0,39.67
2.7,15,1,71.21,99.87,89.05,78.24,73.17,99.87,101.0,115.0,130.0,48.31
2.7,15,2,75.27,108.1,91.44,74.36,77.44,108.1,109.0,112.0,134.0,39.86
2.7,30,0,71.34,100.79,87.75,76.29,74.49,100.79,102.0,115.0,132.0,47.3
2.7,30,1,71.08,103.9,85.18,72.48,80.55,103.9,104.0,112.0,135.0,44.82
2.7,30,2,71.03,98.41,82.29,71.94,70.94,98.41,100.0,114.0,134.0,49.07
2.7,45,0,71.71,96.21,83.02,73.44,64.94,96.21,98.0,115.0,133.0,51.21
2.7,45,1,66.96,93.81,80.64,74.87,72.97,93.81,95.0,115.0,132.0,54.13
2.7,45,2,70.9,97.23,75.47,64.85,69.05,97.23,98.0,113.0,137.0,51.05
2.7,60,0,64.8,98.42,77.65,71.07,87.09,98.42,98.0,111.0,136.0,50.65
2.7,60,1,60.05,98.75,80.34,75.31,99.94,98.75,98.0,110.0,134.0,50.4
2.7,60,2,65.24,91.95,81.54,77.87,74.09,91.95,93.0,116.0,130.0,56.33
2.7,90,0,62.32,93.24,76.88,73.72,84.56,93.24,94.0,112.0,134.0,54.63
2.7,90,1,64.68,90.23,74.73,71.4,72.2,90.23,91.0,115.0,134.0,58.09
2.7,90,2,67.08,87.2,70.39,64.57,58.82,87.2,89.0,117.0,135.0,60.49
2.7,120,0,64.8,89.53,74.69,71.6,70.43,89.53,90.0,115.0,134.0,59.07
2.7,120,1,64.18,86.67,75.62,74.84,66.17,86.67,88.0,117.0,132.0,61.39
2.7,120,2,62.82,86.17,72.32,71.8,69.1,86.17,87.0,116.0,133.0,62.18
2.7,180,0,67.72,79.6,72.13,70.74,38.05,79.6,83.0,122.0,131.0,67.45
2.7,180,1,56.62,84.48,69.33,73.28,84.09,84.48,85.0,114.0,133.0,63.8
2.7,180,2,55.41,85.97,69.49,73.41,90.66,85.97,85.0,113.0,134.0,63.67
2.7,240,0,54.51,85.46,73.21,77.69,92.36,85.46,85.0,114.0,131.0,63.8
2.7,240,1,65.28,84.02,69.05,65.66,56.89,84.02,86.0,117.0,135.0,63.42
2.7,240,2,64.79,87.99,72.31,69.33,67.23,87.99,89.0,116.0,134.0,60.24
2.7,300,0,57.36,82.19,68.96,73.61,77.03,82.19,83.0,115.0,133.0,65.93
2.7,300,1,54.75,82.99,74.46,80.49,86.76,82.99,83.0,116.0,129.0,66.17
2.7,300,2,62.1,86.0,68.19,67.27,70.86,86.0,87.0,115.0,135.0,62.06
2.7,360,0,59.48,81.66,64.21,66.03,69.28,81.66,82.0,115.0,135.0,66.98
2.7,360,1,56.8,84.32,70.77,74.81,83.21,84.32,85.0,114.0,133.0,63.8
2.7,360,2,56.72,83.42,66.4,70.48,81.61,83.42,83.0,114.0,135.0,65.83
2.7,480,0,59.98,80.3,68.16,71.67,64.52,80.3,82.0,117.0,132.0,67.27
2.7,480,1,59.21,83.15,66.11,68.26,73.42,83.15,84.0,115.0,135.0,65.01
2.7,480,2,60.84,76.42,71.65,80.37,52.0,76.42,79.0,121.0,129.0,71.13
2.8,0,0,93.41,153.14,127.18,76.53,99.46,153.14,150.0,102.0,136.0,4.9
2.8,0,1,89.53,154.71,132.86,79.5,107.43,154.71,150.0,102.0,133.0,3.0
2.8,0,2,86.26,154.11,130.37,79.06,112.28,154.11,150.0,101.0,134.0,4.12
2.8,1,0,89.66,136.4,119.32,78.6,87.37,136.4,135.0,108.0,132.0,13.6
