ppm,exposure_time_min,replicate,R_demo,G_demo,B_demo,H_demo,S_demo,V_demo,L_demo,a_demo,b_demo,DeltaE_demo,cumulative_exposure_ppm_min
7.4,0,2,94.14,149.35,132.71,161.91,0.3697,0.5857,147.0,106.0,131.0,2.45,0.0
7.4,0,3,92.76,148.77,130.56,160.5,0.3765,0.5834,146.0,105.0,132.0,2.24,0.0
7.4,0,4,92.15,148.08,135.24,166.23,0.3777,0.5807,146.0,107.0,129.0,4.69,0.0
7.4,1,1,73.79,113.27,103.97,165.86,0.3485,0.4442,114.0,111.0,129.0,34.84,7.4
7.4,1,2,78.77,119.73,102.1,154.18,0.3421,0.4695,119.0,110.0,133.0,29.63,7.4
7.4,1,3,71.21,118.0,99.08,155.74,0.3965,0.4628,117.0,108.0,133.0,31.27,7.4
7.4,1,4,76.4,118.88,97.77,150.18,0.3573,0.4662,118.0,108.0,135.0,30.41,7.4
7.4,2,1,71.8,106.65,85.11,142.92,0.3268,0.4182,106.0,111.0,136.0,42.77,14.8
7.4,2,2,64.58,108.11,89.81,154.78,0.4026,0.424,107.0,108.0,134.0,41.24,14.8
7.4,2,3,68.53,104.51,84.29,146.29,0.3443,0.4098,104.0,110.0,135.0,44.51,14.8
7.4,2,4,67.84,105.44,87.56,151.46,0.3566,0.4135,105.0,110.0,134.0,43.46,14.8
7.4,5,1,62.83,84.88,75.16,153.55,0.2598,0.3329,86.0,117.0,131.0,63.36,37.0
7.4,5,2,63.63,90.53,74.17,143.53,0.2971,0.355,91.0,114.0,134.0,57.91,37.0
7.4,5,3,63.59,86.53,72.49,143.28,0.2651,0.3393,88.0,116.0,133.0,61.2,37.0
7.4,5,4,62.49,88.76,73.02,144.06,0.296,0.3481,89.0,114.0,134.0,59.87,37.0
7.4,10,1,56.68,76.0,60.1,130.64,0.2543,0.2981,77.0,117.0,135.0,72.24,74.0
7.4,10,2,54.97,76.2,59.89,133.9,0.2786,0.2988,77.0,116.0,135.0,72.07,74.0
7.4,10,3,58.6,75.09,65.92,146.63,0.2197,0.2945,77.0,119.0,132.0,72.57,74.0
7.4,10,4,60.91,73.09,64.22,136.3,0.1667,0.2866,76.0,121.0,132.0,73.98,74.0
7.4,15,1,54.9,68.59,59.39,139.65,0.1996,0.269,70.0,120.0,132.0,79.62,111.0
7.4,15,2,58.97,74.18,57.18,113.66,0.2292,0.2909,76.0,118.0,136.0,73.46,111.0
7.4,15,3,58.59,73.84,56.27,112.06,0.238,0.2896,75.0,118.0,136.0,74.44,111.0
7.4,15,4,54.17,76.0,61.67,140.62,0.2873,0.298,77.0,116.0,134.0,72.03,111.0
7.4,30,1,55.9,68.64,56.14,121.15,0.1856,0.2692,70.0,120.0,134.0,79.65,222.0
7.4,30,2,50.58,64.08,53.28,131.99,0.2107,0.2513,65.0,120.0,133.0,84.53,222.0
7.4,30,3,50.77,68.09,51.46,122.39,0.2543,0.267,69.0,117.0,136.0,80.16,222.0
7.4,30,4,54.32,65.04,54.87,123.07,0.1647,0.2551,67.0,120.0,133.0,82.57,222.0
7.4,45,1,52.89,65.99,51.95,115.95,0.2128,0.2588,66.0,120.0,135.0,83.6,333.0
7.4,45,2,53.87,64.68,52.73,114.26,0.1847,0.2536,66.0,120.0,134.0,83.57,333.0
7.4,45,3,51.94,67.96,50.45,114.89,0.2576,0.2665,68.0,118.0,136.0,81.31,333.0
7.4,45,4,54.47,65.13,50.17,102.78,0.2296,0.2554,67.0,120.0,136.0,82.66,333.0
7.4,60,1,50.66,60.39,52.57,131.73,0.1611,0.2368,62.0,122.0,132.0,87.86,444.0
7.4,60,2,54.26,63.18,51.23,104.77,0.1892,0.2478,65.0,121.0,134.0,84.75,444.0
7.4,60,3,52.09,63.2,50.31,111.72,0.204,0.2478,65.0,121.0,135.0,84.78,444.0
7.4,60,4,51.53,61.6,50.99,116.99,0.1722,0.2416,63.0,122.0,134.0,86.91,444.0
7.4,90,1,49.31,60.16,46.15,106.48,0.2327,0.2359,61.0,121.0,135.0,88.7,666.0
7.4,90,2,48.37,60.21,48.64,121.35,0.1965,0.2361,61.0,120.0,134.0,88.48,666.0
7.4,90,3,49.82,60.81,49.29,117.22,0.1895,0.2385,61.0,121.0,133.0,88.65,666.0
7.4,90,4,51.68,60.83,49.34,107.77,0.1889,0.2385,62.0,122.0,134.0,87.89,666.0
7.4,120,1,50.15,62.76,48.35,112.53,0.2296,0.2461,63.0,120.0,135.0,86.54,888.0
7.4,120,2,48.14,61.65,47.79,118.49,0.2247,0.2417,62.0,119.0,135.0,87.35,888.0
7.4,120,3,49.04,61.86,40.47,95.96,0.3458,0.2426,61.0,119.0,139.0,88.56,888.0
7.4,120,4,50.3,58.59,43.84,93.74,0.2517,0.2298,59.0,121.0,136.0,90.7,888.0
7.4,180,1,49.99,58.35,45.98,100.55,0.2119,0.2288,59.0,121.0,135.0,90.66,1332.0
7.4,180,2,46.91,58.71,46.3,117.05,0.2113,0.2302,58.0,120.0,134.0,91.43,1332.0
7.4,180,3,48.23,60.95,45.5,109.4,0.2536,0.239,61.0,120.0,135.0,88.51,1332.0
7.4,180,4,51.45,56.74,46.08,89.76,0.1878,0.2225,58.0,124.0,133.0,92.2,1332.0
7.4,240,1,51.53,59.92,47.86,101.73,0.2014,0.235,61.0,122.0,134.0,88.87,1776.0
7.4,240,2,53.13,58.64,45.92,86.01,0.217,0.23,60.0,123.0,135.0,90.08,1776.0
7.4,240,3,50.34,59.47,49.41,114.45,0.1692,0.2332,61.0,122.0,133.0,88.85,1776.0
7.4,240,4,49.31,58.84,48.06,113.04,0.1832,0.2308,59.0,122.0,133.0,90.81,1776.0
7.4,300,1,49.25,61.24,44.51,102.97,0.2732,0.2402,62.0,119.0,137.0,87.44,2220.0
7.4,300,2,46.79,59.05,46.18,117.12,0.218,0.2316,60.0,119.0,134.0,89.29,2220.0
7.4,300,3,48.81,55.73,44.8,97.94,0.1961,0.2185,56.0,122.0,134.0,93.77,2220.0
7.4,300,4,47.11,57.67,46.57,117.06,0.1926,0.2262,58.0,121.0,133.0,91.6,2220.0
7.4,360,1,50.89,57.08,45.82,93.01,0.1972,0.2239,58.0,123.0,134.0,92.01,2664.0
7.4,360,2,48.17,56.29,44.48,101.25,0.2099,0.2208,57.0,122.0,135.0,92.81,2664.0
7.4,360,3,52.87,57.64,43.38,80.07,0.2474,0.226,59.0,123.0,136.0,91.09,2664.0
7.4,360,4,48.59,58.82,44.73,103.55,0.2396,0.2307,59.0,120.0,135.0,90.48,2664.0
7.4,480,1,48.07,54.75,44.76,100.16,0.1825,0.2147,55.0,123.0,133.0,94.93,3552.0
7.4,480,2,47.34,57.27,43.74,104.04,0.2362,0.2246,58.0,121.0,135.0,91.64,3552.0
7.4,480,3,46.45,55.67,45.83,116.24,0.1767,0.2183,56.0,122.0,133.0,93.75,3552.0
7.4,480,4,48.8,59.38,45.54,105.87,0.2331,0.2329,60.0,121.0,135.0,89.68,3552.0
7.5,0,1,93.75,149.41,131.09,160.25,0.3726,0.5859,147.0,105.0,132.0,1.41,0.0
7.5,0,2,89.97,152.75,130.98,159.2,0.411,0.599,149.0,102.0,133.0,2.45,0.0
7.5,0,3,92.21,149.39,135.63,165.56,0.3828,0.5858,147.0,106.0,129.0,3.74,0.0
7.5,0,4,89.73,151.91,134.82,163.51,0.4093,0.5957,148.0,104.0,131.0,1.0,0.0
7.5,1,1,74.65,114.4,104.13,164.51,0.3474,0.4486,115.0,112.0,129.0,34.09,7.5
7.5,1,2,77.83,114.76,100.31,156.51,0.3218,0.45,115.0,112.0,132.0,33.96,7.5
7.5,1,3,75.13,115.74,101.12,158.4,0.3509,0.4539,115.0,110.0,131.0,33.56,7.5
7.5,1,4,75.59,114.17,102.5,161.85,0.3379,0.4477,115.0,112.0,130.0,34.01,7.5
7.5,2,1,72.07,107.53,85.16,142.15,0.3298,0.4217,107.0,110.0,136.0,41.63,15.0
7.5,2,2,70.65,106.16,88.51,150.19,0.3345,0.4163,106.0,111.0,134.0,42.63,15.0
7.5,2,3,71.57,105.43,87.91,148.97,0.3212,0.4134,106.0,112.0,134.0,42.8,15.0
7.5,2,4,70.54,102.78,88.24,152.94,0.3137,0.4031,103.0,113.0,132.0,45.89,15.0
7.5,5,1,62.01,85.07,71.79,145.47,0.2711,0.3336,86.0,116.0,133.0,63.16,37.5
7.5,5,2,61.57,85.98,76.08,155.66,0.2839,0.3372,87.0,117.0,130.0,62.4,37.5
7.5,5,3,59.98,83.88,72.16,150.58,0.2849,0.329,84.0,116.0,131.0,65.12,37.5
7.5,5,4,61.89,87.42,69.05,136.83,0.2921,0.3428,88.0,114.0,135.0,60.9,37.5
7.5,10,1,60.5,77.58,59.44,116.49,0.2339,0.3043,79.0,117.0,136.0,70.33,75.0
7.5,10,2,55.19,73.21,62.78,145.29,0.2461,0.2871,75.0,118.0,132.0,74.33,75.0
7.5,10,3,59.33,75.18,62.28,131.15,0.2107,0.2948,77.0,118.0,134.0,72.39,75.0
7.5,10,4,60.54,75.37,62.45,127.73,0.1967,0.2956,77.0,119.0,134.0,72.59,75.0
7.5,15,1,51.15,69.45,59.32,146.8,0.2635,0.2724,70.0,119.0,132.0,79.43,112.5
7.5,15,2,57.44,74.73,60.04,129.03,0.2313,0.2931,76.0,118.0,134.0,73.38,112.5
7.5,15,3,57.6,71.45,58.77,125.08,0.1939,0.2802,73.0,119.0,134.0,76.51,112.5
7.5,15,4,54.09,72.66,57.81,132.02,0.2556,0.2849,73.0,117.0,135.0,76.18,112.5
7.5,30,1,51.39,68.24,54.15,129.83,0.247,0.2676,69.0,118.0,134.0,80.26,225.0
7.5,30,2,53.57,65.36,52.63,115.6,0.1947,0.2563,67.0,120.0,135.0,82.62,225.0
7.5,30,3,51.91,66.91,50.54,114.99,0.2446,0.2624,67.0,118.0,136.0,82.3,225.0
7.5,30,4,53.99,65.42,54.66,123.55,0.1747,0.2565,67.0,121.0,133.0,82.77,225.0
7.5,45,1,51.33,61.42,51.58,121.46,0.1642,0.2409,63.0,122.0,133.0,86.89,337.5
7.5,45,2,52.14,64.06,53.52,126.94,0.186,0.2512,66.0,121.0,133.0,83.75,337.5
7.5,45,3,48.47,63.4,48.05,118.36,0.2421,0.2486,63.0,118.0,135.0,86.2,337.5
7.5,45,4,49.33,61.53,47.71,112.97,0.2246,0.2413,62.0,120.0,135.0,87.53,337.5
7.5,60,1,56.91,62.15,49.29,84.46,0.2069,0.2437,65.0,123.0,135.0,85.2,450.0
7.5,60,2,54.57,59.36,47.98,85.27,0.1917,0.2328,61.0,123.0,135.0,89.1,450.0
7.5,60,3,51.24,63.01,50.82,117.92,0.1935,0.2471,64.0,121.0,134.0,85.73,450.0
7.5,60,4,51.86,63.91,51.92,120.28,0.1886,0.2506,65.0,120.0,134.0,84.55,450.0
7.5,90,1,51.76,58.41,47.8,97.6,0.1817,0.2291,60.0,123.0,134.0,90.05,675.0
7.5,90,2,50.88,58.5,48.52,105.82,0.1706,0.2294,60.0,122.0,133.0,89.83,675.0
7.5,90,3,49.81,62.11,48.99,116.23,0.2113,0.2436,63.0,120.0,135.0,86.54,675.0
7.5,90,4,51.87,63.12,47.04,101.96,0.2547,0.2475,64.0,120.0,136.0,85.6,675.0
7.5,120,1,51.64,64.76,46.94,104.17,0.2752,0.254,65.0,119.0,137.0,84.49,900.0
7.5,120,2,50.82,60.45,47.82,105.78,0.2089,0.2371,61.0,121.0,135.0,88.7,900.0
7.5,120,3,50.0,60.98,48.44,112.55,0.2055,0.2391,61.0,121.0,134.0,88.67,900.0
7.5,120,4,50.21,59.37,52.05,132.08,0.1543,0.2328,61.0,122.0,131.0,88.85,900.0
7.5,180,1,48.45,61.43,45.45,108.73,0.2602,0.2409,62.0,119.0,136.0,87.39,1350.0
7.5,180,2,47.86,60.82,44.34,107.18,0.271,0.2385,61.0,118.0,136.0,88.21,1350.0
7.5,180,3,48.61,57.85,48.29,117.95,0.1653,0.2269,58.0,123.0,132.0,91.98,1350.0
7.5,180,4,52.54,58.31,50.04,101.91,0.1418,0.2287,60.0,124.0,132.0,90.24,1350.0
7.5,240,1,48.58,56.74,43.39,96.68,0.2353,0.2225,57.0,122.0,135.0,92.81,1800.0
7.5,240,2,47.21,60.59,46.28,116.1,0.2362,0.2376,61.0,119.0,135.0,88.33,1800.0
7.5,240,3,50.96,56.2,44.1,85.99,0.2154,0.2204,58.0,123.0,135.0,92.03,1800.0
7.5,240,4,50.96,57.71,44.92,91.7,0.2216,0.2263,58.0,122.0,135.0,91.83,1800.0
7.5,300,1,51.82,58.53,43.22,86.28,0.2616,0.2295,59.0,122.0,136.0,90.89,2250.0
7.5,300,2,48.7,60.9,44.33,104.17,0.272,0.2388,61.0,119.0,136.0,88.37,2250.0
7.5,300,3,47.39,57.9,44.35,106.57,0.234,0.2271,58.0,121.0,135.0,91.64,2250.0
7.5,300,4,45.93,55.93,45.17,115.78,0.1922,0.2193,56.0,122.0,133.0,93.75,2250.0
7.5,360,1,51.5,57.9,45.41,90.77,0.2157,0.2271,59.0,123.0,135.0,91.05,2700.0
7.5,360,2,52.73,58.17,47.64,90.98,0.1811,0.2281,60.0,123.0,134.0,90.05,2700.0
7.5,360,3,47.51,57.45,46.8,116.0,0.1854,0.2253,58.0,121.0,133.0,91.6,2700.0
7.5,360,4,47.01,58.02,47.17,120.85,0.1897,0.2275,59.0,121.0,133.0,90.61,2700.0
7.5,480,1,49.7,60.19,44.46,100.01,0.2613,0.236,61.0,120.0,136.0,88.55,3600.0
7.5,480,2,48.81,58.14,42.09,94.87,0.2761,0.228,59.0,120.0,137.0,90.56,3600.0
7.5,480,3,44.78,56.53,45.59,124.14,0.2078,0.2217,57.0,120.0,133.0,92.4,3600.0
7.5,480,4,49.35,56.47,47.46,107.42,0.1595,0.2214,58.0,123.0,133.0,91.99,3600.0
7.6,0,1,92.82,149.01,132.86,162.76,0.3771,0.5843,147.0,105.0,131.0,1.73,0.0
7.6,0,2,93.22,153.5,131.6,158.2,0.3927,0.602,150.0,103.0,133.0,2.45,0.0
7.6,0,3,90.06,148.67,130.76,161.67,0.3942,0.583,146.0,105.0,132.0,2.24,0.0
7.6,0,4,91.46,151.72,134.43,162.78,0.3972,0.595,148.0,104.0,131.0,1.0,0.0
7.6,1,1,75.48,115.13,99.47,156.3,0.3444,0.4515,115.0,110.0,132.0,33.54,7.6
7.6,1,2,77.72,117.63,99.76,153.14,0.3393,0.4613,117.0,110.0,133.0,31.59,7.6
7.6,1,3,77.12,117.08,100.72,155.44,0.3413,0.4591,117.0,110.0,133.0,31.59,7.6
7.6,1,4,76.3,119.07,101.79,155.76,0.3592,0.4669,119.0,109.0,133.0,29.44,7.6
7.6,2,1,67.44,105.89,86.01,148.98,0.3631,0.4153,105.0,110.0,134.0,43.46,15.2
7.6,2,2,72.23,106.58,87.45,146.58,0.3222,0.418,107.0,111.0,135.0,41.7,15.2
7.6,2,3,71.59,102.19,86.21,148.66,0.2994,0.4008,103.0,113.0,133.0,45.9,15.2
7.6,2,4,65.09,102.96,85.77,152.77,0.3678,0.4038,102.0,111.0,133.0,46.54,15.2
7.6,5,1,59.14,87.68,72.08,147.2,0.3254,0.3438,88.0,114.0,133.0,60.84,38.0
7.6,5,2,64.73,85.28,71.33,139.29,0.241,0.3344,87.0,117.0,133.0,62.38,38.0
7.6,5,3,63.54,86.93,72.84,143.85,0.269,0.3409,88.0,116.0,133.0,61.2,38.0
7.6,5,4,62.62,85.6,72.05,144.64,0.2685,0.3357,87.0,116.0,133.0,62.18,38.0
7.6,10,1,60.81,78.58,65.91,137.22,0.2262,0.3082,80.0,118.0,133.0,69.43,76.0
7.6,10,2,60.89,78.21,60.84,119.81,0.2221,0.3067,80.0,117.0,136.0,69.35,76.0
7.6,10,3,57.04,74.09,63.35,142.2,0.2301,0.2905,76.0,119.0,132.0,73.55,76.0
7.6,10,4,56.08,79.56,63.91,140.01,0.2951,0.312,80.0,115.0,135.0,68.95,76.0
7.6,15,1,54.74,70.66,61.12,144.04,0.2253,0.2771,72.0,120.0,131.0,77.67,114.0
7.6,15,2,56.27,70.76,59.04,131.48,0.2048,0.2775,72.0,120.0,133.0,77.67,114.0
7.6,15,3,56.51,71.82,54.92,114.36,0.2353,0.2817,73.0,118.0,136.0,76.4,114.0
7.6,15,4,59.61,72.42,59.31,118.61,0.181,0.284,74.0,120.0,134.0,75.74,114.0
7.6,30,1,52.8,67.72,53.82,124.13,0.2204,0.2656,68.0,118.0,134.0,81.24,228.0
7.6,30,2,52.63,63.81,47.39,100.86,0.2573,0.2502,64.0,120.0,136.0,85.6,228.0
7.6,30,3,52.91,62.87,54.71,130.82,0.1584,0.2465,64.0,122.0,132.0,85.91,228.0
7.6,30,4,51.49,67.82,53.63,127.85,0.2407,0.266,68.0,118.0,134.0,81.24,228.0
7.6,45,1,49.16,63.99,48.63,117.96,0.24,0.2509,64.0,119.0,135.0,85.38,342.0
7.6,45,2,50.12,61.16,51.14,125.58,0.1805,0.2398,63.0,121.0,133.0,86.69,342.0
7.6,45,3,49.77,62.23,51.49,128.29,0.2002,0.244,63.0,120.0,133.0,86.5,342.0
7.6,45,4,52.12,63.65,53.48,127.06,0.1811,0.2496,65.0,121.0,132.0,84.72,342.0
7.6,60,1,49.94,61.93,49.78,119.23,0.1961,0.2429,62.0,120.0,134.0,87.5,456.0
7.6,60,2,51.4,62.19,46.28,100.67,0.2558,0.2439,63.0,120.0,136.0,86.59,456.0
7.6,60,3,54.08,60.03,51.48,101.74,0.1423,0.2354,63.0,123.0,133.0,87.1,456.0
7.6,60,4,49.9,60.49,52.05,132.21,0.1751,0.2372,61.0,122.0,131.0,88.85,456.0
7.6,90,1,49.24,66.86,46.76,112.61,0.3006,0.2622,66.0,117.0,138.0,83.24,684.0
7.6,90,2,47.64,62.55,50.09,129.89,0.2384,0.2453,63.0,119.0,134.0,86.34,684.0
7.6,90,3,49.51,59.33,45.76,103.43,0.2286,0.2327,60.0,121.0,135.0,89.68,684.0
7.6,90,4,49.38,63.85,45.52,107.37,0.2871,0.2504,64.0,118.0,137.0,85.31,684.0
7.6,120,1,50.22,58.42,44.42,95.14,0.2398,0.2291,59.0,121.0,136.0,90.7,912.0
7.6,120,2,49.32,58.41,49.66,122.22,0.1556,0.229,59.0,123.0,132.0,91.01,912.0
7.6,120,3,52.38,60.23,49.76,105.01,0.1739,0.2362,62.0,122.0,134.0,87.89,912.0
7.6,120,4,43.95,58.84,47.39,133.85,0.253,0.2308,58.0,120.0,133.0,91.42,912.0
7.6,180,1,52.47,60.3,46.66,94.45,0.2263,0.2365,62.0,122.0,136.0,87.95,1368.0
7.6,180,2,48.34,56.3,46.31,107.85,0.1774,0.2208,58.0,122.0,133.0,91.79,1368.0
7.6,180,3,47.89,59.72,44.15,105.6,0.2608,0.2342,60.0,119.0,136.0,89.36,1368.0
7.6,180,4,51.62,57.34,44.41,86.57,0.2256,0.2249,58.0,123.0,135.0,92.03,1368.0
7.6,240,1,50.11,57.05,47.65,104.29,0.1648,0.2237,58.0,123.0,133.0,91.99,1824.0
7.6,240,2,47.82,54.48,48.18,123.18,0.1222,0.2137,55.0,124.0,131.0,95.13,1824.0
7.6,240,3,52.27,59.24,45.36,90.13,0.2344,0.2323,61.0,122.0,135.0,88.89,1824.0
7.6,240,4,48.89,61.99,46.57,110.95,0.2488,0.2431,62.0,119.0,136.0,87.39,1824.0
7.6,300,1,48.36,56.45,44.18,99.57,0.2174,0.2214,57.0,122.0,135.0,92.81,2280.0
7.6,300,2,47.2,59.42,46.72,117.74,0.2137,0.233,60.0,120.0,134.0,89.47,2280.0
7.6,300,3,49.61,59.03,42.6,94.43,0.2783,0.2315,60.0,121.0,137.0,89.77,2280.0
7.6,300,4,53.27,57.35,47.57,85.04,0.1706,0.2249,59.0,124.0,134.0,91.24,2280.0
7.6,360,1,50.28,61.95,45.43,102.39,0.2667,0.2429,62.0,120.0,136.0,87.57,2736.0
7.6,360,2,49.01,55.44,46.6,103.66,0.1594,0.2174,57.0,123.0,133.0,92.97,2736.0
7.6,360,3,46.32,60.68,46.3,119.91,0.237,0.238,61.0,119.0,135.0,88.33,2736.0
7.6,360,4,45.79,58.59,42.24,106.98,0.2791,0.2298,58.0,120.0,136.0,91.5,2736.0
7.6,480,1,49.82,63.65,45.01,104.51,0.2928,0.2496,64.0,118.0,137.0,85.31,3648.0
7.6,480,2,47.44,58.15,49.23,130.03,0.1842,0.228,59.0,121.0,132.0,90.61,3648.0
7.6,480,3,50.22,56.98,42.42,87.87,0.2556,0.2235,58.0,123.0,136.0,92.07,3648.0
7.6,480,4,46.99,52.62,41.87,91.39,0.2043,0.2063,53.0,123.0,134.0,96.9,3648.0
7.7,0,1,93.47,151.89,131.19,158.74,0.3846,0.5957,148.0,104.0,133.0,1.0,0.0
7.7,0,2,92.88,152.95,130.28,157.35,0.3927,0.5998,149.0,103.0,134.0,2.45,0.0
7.7,0,3,92.48,149.48,131.21,160.77,0.3813,0.5862,147.0,105.0,132.0,1.41,0.0
7.7,0,4,90.85,152.98,132.29,160.02,0.4061,0.5999,149.0,103.0,132.0,1.41,0.0
7.7,1,1,80.36,114.07,101.01,156.74,0.2955,0.4473,115.0,113.0,131.0,34.22,7.7
7.7,1,2,73.77,115.37,101.05,159.35,0.3606,0.4524,115.0,110.0,131.0,33.56,7.7
7.7,1,3,78.85,115.6,99.13,153.1,0.318,0.4533,116.0,111.0,133.0,32.77,7.7
7.7,1,4,75.85,114.67,99.14,156.0,0.3385,0.4497,114.0,111.0,132.0,34.71,7.7
7.7,2,1,68.71,99.54,87.82,157.19,0.3097,0.3904,100.0,114.0,131.0,49.04,15.4
7.7,2,2,72.47,103.94,86.38,146.53,0.3028,0.4076,104.0,113.0,134.0,44.96,15.4
7.7,2,3,69.19,105.25,87.27,150.08,0.3426,0.4128,105.0,111.0,134.0,43.61,15.4
7.7,2,4,68.99,100.41,88.2,156.67,0.3129,0.3938,101.0,114.0,131.0,48.06,15.4
7.7,5,1,63.25,85.79,74.41,149.7,0.2627,0.3364,87.0,117.0,132.0,62.37,38.5
7.7,5,2,59.66,86.57,73.92,151.8,0.3109,0.3395,87.0,115.0,132.0,61.98,38.5
7.7,5,3,63.37,88.11,73.47,144.5,0.2808,0.3455,89.0,115.0,134.0,60.05,38.5
7.7,5,4,63.91,84.84,71.66,142.23,0.2467,0.3327,86.0,117.0,133.0,63.36,38.5
7.7,10,1,57.39,76.27,64.39,142.24,0.2476,0.2991,77.0,118.0,133.0,72.37,77.0
7.7,10,2,59.86,73.73,64.58,140.4,0.1881,0.2892,76.0,120.0,132.0,73.76,77.0
7.7,10,3,57.99,79.68,60.93,128.14,0.2723,0.3125,80.0,115.0,137.0,69.07,77.0
7.7,10,4,58.46,75.29,62.13,133.1,0.2236,0.2953,77.0,118.0,134.0,72.39,77.0
7.7,15,1,58.81,72.16,55.47,107.99,0.2313,0.283,74.0,119.0,136.0,75.61,115.5
7.7,15,2,52.47,69.37,58.47,141.3,0.2437,0.272,70.0,118.0,132.0,79.25,115.5
7.7,15,3,55.87,71.11,58.44,130.13,0.2144,0.2789,73.0,119.0,134.0,76.51,115.5
7.7,15,4,56.86,74.0,58.76,126.65,0.2316,0.2902,75.0,118.0,135.0,74.39,115.5
7.7,30,1,51.1,63.51,54.72,137.53,0.1955,0.2491,65.0,121.0,132.0,84.72,231.0
7.7,30,2,55.23,66.2,53.39,111.41,0.1935,0.2596,68.0,120.0,134.0,81.61,231.0
7.7,30,3,54.39,66.99,52.4,111.8,0.2179,0.2627,68.0,120.0,135.0,81.64,231.0
7.7,30,4,48.8,66.69,52.37,131.98,0.2682,0.2615,66.0,117.0,134.0,83.05,231.0
7.7,45,1,56.24,63.35,47.45,86.86,0.251,0.2484,65.0,121.0,137.0,84.87,346.5
7.7,45,2,53.4,63.72,50.67,107.47,0.2048,0.2499,65.0,121.0,135.0,84.78,346.5
7.7,45,3,49.15,63.24,50.42,125.39,0.2228,0.248,64.0,120.0,134.0,85.53,346.5
7.7,45,4,52.11,63.23,48.27,104.59,0.2365,0.248,64.0,121.0,136.0,85.8,346.5
7.7,60,1,55.94,61.28,49.3,86.73,0.1954,0.2403,63.0,123.0,134.0,87.12,462.0
7.7,60,2,51.74,60.35,50.29,111.34,0.1666,0.2366,62.0,122.0,133.0,87.87,462.0
7.7,60,3,54.77,61.62,51.77,101.73,0.1598,0.2417,63.0,123.0,133.0,87.1,462.0
7.7,60,4,48.58,62.9,49.22,122.69,0.2278,0.2467,63.0,120.0,134.0,86.52,462.0
7.7,90,1,52.22,60.2,49.36,104.14,0.1802,0.2361,62.0,122.0,134.0,87.89,693.0
7.7,90,2,50.15,61.43,49.26,115.62,0.1981,0.2409,62.0,121.0,134.0,87.69,693.0
7.7,90,3,50.71,61.44,47.12,104.95,0.2331,0.2409,62.0,120.0,135.0,87.53,693.0
7.7,90,4,49.14,59.93,48.4,116.14,0.1923,0.235,60.0,121.0,133.0,89.63,693.0
7.7,120,1,49.26,55.8,48.02,110.43,0.1395,0.2188,57.0,123.0,132.0,92.96,924.0
7.7,120,2,51.14,59.97,48.54,106.34,0.1906,0.2352,61.0,122.0,134.0,88.87,924.0
7.7,120,3,47.56,60.15,50.57,134.34,0.2093,0.2359,61.0,120.0,132.0,88.46,924.0
7.7,120,4,46.04,59.81,46.49,121.96,0.2302,0.2345,60.0,119.0,134.0,89.29,924.0
7.7,180,1,50.26,57.39,47.89,105.02,0.1655,0.2251,58.0,123.0,133.0,91.99,1386.0
7.7,180,2,48.82,56.54,45.54,102.15,0.1946,0.2217,58.0,122.0,134.0,91.8,1386.0
7.7,180,3,49.56,59.73,47.64,110.48,0.2024,0.2342,60.0,121.0,134.0,89.65,1386.0
7.7,180,4,48.43,56.23,46.26,106.97,0.1772,0.2205,58.0,122.0,133.0,91.79,1386.0
7.7,240,1,50.64,60.2,46.18,100.93,0.2329,0.2361,61.0,120.0,135.0,88.51,1848.0
7.7,240,2,47.86,61.94,44.08,107.31,0.2882,0.2429,61.0,119.0,137.0,88.43,1848.0
7.7,240,3,50.19,53.7,44.65,83.25,0.1685,0.2106,55.0,124.0,133.0,95.13,1848.0
7.7,240,4,47.68,59.41,44.12,106.01,0.2573,0.233,60.0,119.0,136.0,89.36,1848.0
7.7,300,1,49.93,55.8,45.09,92.88,0.1919,0.2188,57.0,123.0,133.0,92.97,2310.0
7.7,300,2,48.09,58.74,44.78,105.75,0.2378,0.2304,59.0,120.0,135.0,90.48,2310.0
7.7,300,3,47.45,56.22,46.69,115.21,0.1696,0.2205,57.0,122.0,133.0,92.77,2310.0
7.7,300,4,49.63,60.29,42.21,95.37,0.2999,0.2364,61.0,119.0,138.0,88.49,2310.0
7.7,360,1,47.86,54.07,47.42,115.97,0.123,0.212,55.0,123.0,131.0,94.93,2772.0
7.7,360,2,50.52,59.48,43.55,93.76,0.2677,0.2332,60.0,121.0,137.0,89.77,2772.0
7.7,360,3,50.66,56.29,47.1,96.76,0.1633,0.2208,58.0,123.0,133.0,91.99,2772.0
7.7,360,4,49.53,53.32,44.57,85.99,0.1642,0.2091,55.0,124.0,133.0,95.13,2772.0
7.7,480,1,48.08,56.8,46.09,108.8,0.1886,0.2227,58.0,122.0,133.0,91.79,3696.0
7.7,480,2,43.78,58.78,47.95,136.67,0.2552,0.2305,58.0,120.0,133.0,91.42,3696.0
7.7,480,3,50.6,57.44,44.45,91.56,0.2262,0.2252,58.0,122.0,135.0,91.83,3696.0
7.7,480,4,47.72,58.63,47.32,117.9,0.193,0.2299,59.0,121.0,133.0,90.61,3696.0
7.8,0,1,91.06,150.06,133.35,163.0,0.3932,0.5885,147.0,105.0,131.0,1.73,0.0
7.8,0,2,91.33,147.12,130.97,162.63,0.3792,0.577,145.0,105.0,131.0,3.32,0.0
